,dummy,T,P,Ff,U,Td,Demand/Usage
2017-11-14 12:00:00,1,9.5,755.4,2.5,81.5,6.5,3220.56
2017-11-14 13:00:00,1,10.0,755.4,2.0,71.0,5.0,2579.04
2017-11-14 14:00:00,1,10.0,755.0,1.0,71.0,5.0,3382.56
2017-11-14 15:00:00,1,10.0,754.6,1.5,76.0,6.0,2825.28
2017-11-14 16:00:00,1,10.0,754.6,1.0,76.0,6.0,2196.72
2017-11-14 17:00:00,1,10.0,754.6,1.5,73.5,5.5,758.16
2017-11-14 18:00:00,1,10.5,754.6,3.5,66.5,4.5,2624.4
2017-11-14 19:00:00,1,10.0,755.0,4.0,71.0,5.0,3414.96
2017-11-14 20:00:00,1,9.5,755.4,2.0,73.5,5.0,3609.36
2017-11-14 21:00:00,1,10.0,755.4,3.5,69.0,4.5,2566.08
2017-11-14 22:00:00,1,10.0,755.4,2.5,67.0,4.0,2980.8
2017-11-14 23:00:00,1,10.0,755.4,3.0,69.0,4.5,3136.32
2017-11-15 00:00:00,1,9.5,755.0,2.5,76.5,5.5,3298.32
2017-11-15 01:00:00,1,9.0,755.4,3.0,82.0,6.0,2533.68
2017-11-15 02:00:00,1,9.5,755.4,3.5,76.5,5.5,3246.48
2017-11-15 03:00:00,1,10.0,755.0,3.5,71.0,5.0,3421.44
2017-11-15 04:00:00,1,10.0,755.4,3.5,71.0,5.0,2397.6
2017-11-15 05:00:00,1,9.5,755.4,2.0,73.5,5.0,719.28
2017-11-15 06:00:00,1,10.0,756.55,3.0,73.5,5.5,1555.2
2017-11-15 07:00:00,1,10.0,757.3,2.0,76.0,6.0,3265.92
2017-11-15 08:00:00,1,10.5,758.2,2.5,79.5,7.0,2721.6
2017-11-15 09:00:00,1,11.0,758.2,2.0,77.0,7.0,3201.12
2017-11-15 10:00:00,1,12.0,758.6,3.5,79.5,8.5,2766.96
2017-11-15 11:00:00,1,12.0,759.0,3.5,77.0,8.0,2358.72
2017-11-15 12:00:00,1,11.5,759.0,2.5,82.5,8.5,2183.76
2017-11-15 13:00:00,1,11.5,759.0,2.5,85.0,9.0,2540.16
2017-11-15 14:00:00,1,12.0,759.0,3.5,82.0,9.0,2293.92
2017-11-15 15:00:00,1,11.5,759.35,3.0,85.0,9.0,3013.2
2017-11-15 16:00:00,1,11.0,759.7,3.5,82.0,8.0,2592.0
2017-11-15 17:00:00,1,10.0,759.7,2.5,88.0,8.0,751.68
2017-11-15 18:00:00,1,10.0,759.7,3.0,88.0,8.0,2274.48
2017-11-15 19:00:00,1,9.5,760.1,2.0,91.0,8.0,2831.76
2017-11-15 20:00:00,1,9.0,760.5,3.0,87.0,7.0,3006.72
2017-11-15 21:00:00,1,8.5,760.5,5.0,90.0,7.0,2818.8
2017-11-15 22:00:00,1,8.0,760.5,4.5,93.0,7.0,2468.88
2017-11-15 23:00:00,1,8.0,760.5,3.5,87.0,6.0,3389.04
2017-11-16 00:00:00,1,7.5,760.5,3.5,90.0,6.0,3188.16
2017-11-16 01:00:00,1,7.0,760.5,4.5,93.0,6.0,3317.76
2017-11-16 02:00:00,1,8.0,759.7,5.0,82.0,5.0,2579.04
2017-11-16 03:00:00,1,8.0,759.7,4.0,82.0,5.0,1134.0
2017-11-16 04:00:00,1,8.0,759.7,4.5,82.0,5.0,842.4
2017-11-16 05:00:00,1,8.0,759.7,4.5,82.0,5.0,706.32
2017-11-16 06:00:00,1,7.5,759.7,4.5,84.5,5.0,693.36
2017-11-16 07:00:00,1,7.5,760.1,4.0,84.5,5.0,790.56
2017-11-16 08:00:00,1,8.5,760.5,4.5,79.0,5.0,822.96
2017-11-16 09:00:00,1,10.5,760.5,4.0,74.0,6.0,719.28
2017-11-16 10:00:00,1,11.0,760.5,4.0,74.5,6.5,544.32
2017-11-16 11:00:00,1,12.0,759.7,4.0,72.0,7.0,596.16
2017-11-16 12:00:00,1,13.5,759.35,4.0,67.5,7.5,537.84
2017-11-16 13:00:00,1,13.0,759.0,3.0,69.5,7.5,622.08
2017-11-16 14:00:00,1,14.0,759.0,2.5,67.0,8.0,576.72
2017-11-16 15:00:00,1,14.0,759.0,3.0,67.0,8.0,576.72
2017-11-16 16:00:00,1,13.5,759.0,4.0,69.5,8.0,531.36
2017-11-16 17:00:00,1,12.5,759.0,3.0,72.0,7.5,544.32
2017-11-16 18:00:00,1,12.0,759.35,2.5,72.0,7.0,550.8
2017-11-16 19:00:00,1,11.5,759.7,1.0,79.5,8.0,524.88
2017-11-16 20:00:00,1,10.5,759.7,1.5,82.0,7.5,557.28
2017-11-16 21:00:00,1,9.0,759.7,2.0,87.0,7.0,511.92
2017-11-16 22:00:00,1,8.5,759.7,1.5,82.0,5.5,492.48
2017-11-16 23:00:00,1,7.0,760.5,2.0,87.0,5.0,466.56
2017-11-17 00:00:00,1,7.5,759.7,2.0,84.5,5.0,505.44
2017-11-17 01:00:00,1,8.5,760.5,2.0,79.0,5.0,473.04
2017-11-17 02:00:00,1,7.5,759.7,2.0,81.5,4.5,505.44
2017-11-17 03:00:00,1,8.0,759.7,3.5,82.0,5.0,440.64
2017-11-17 04:00:00,1,7.5,759.7,3.0,84.5,5.0,375.84
2017-11-17 05:00:00,1,7.5,759.7,3.5,84.5,5.0,349.92
2017-11-17 06:00:00,1,8.0,759.7,3.5,82.0,5.0,362.88
2017-11-17 07:00:00,1,8.0,760.5,2.0,82.0,5.0,453.6
2017-11-17 08:00:00,1,8.5,760.5,2.5,82.0,5.5,434.16
2017-11-17 09:00:00,1,10.5,760.5,3.5,76.5,6.5,427.68
2017-11-17 10:00:00,1,12.5,760.5,3.5,69.5,7.0,440.64
2017-11-17 11:00:00,1,14.5,760.5,3.5,63.0,7.5,414.72
2017-11-17 12:00:00,1,15.5,760.1,2.5,61.0,8.0,401.76
2017-11-17 13:00:00,1,16.5,759.7,3.0,57.5,8.0,453.6
2017-11-17 14:00:00,1,17.0,759.7,2.5,52.0,7.0,421.2
2017-11-17 15:00:00,1,17.0,759.7,2.5,52.0,7.0,434.16
2017-11-17 16:00:00,1,16.0,759.7,2.0,55.5,7.0,388.8
2017-11-17 17:00:00,1,13.5,759.7,1.5,72.0,8.5,369.36
2017-11-17 18:00:00,1,12.0,759.7,2.5,77.0,8.0,382.32
2017-11-17 19:00:00,1,11.5,759.7,2.0,77.0,7.5,362.88
2017-11-17 20:00:00,1,11.5,760.5,2.0,74.5,7.0,388.8
2017-11-17 21:00:00,1,10.5,760.5,3.0,79.5,7.0,388.8
2017-11-17 22:00:00,1,9.5,760.5,3.5,81.5,6.5,388.8
2017-11-17 23:00:00,1,8.5,760.5,2.0,84.5,6.0,356.4
2017-11-18 00:00:00,1,8.0,760.5,2.0,87.0,6.0,388.8
2017-11-18 01:00:00,1,7.0,760.5,2.0,87.0,5.0,356.4
2017-11-18 02:00:00,1,,,,,,349.92
2017-11-18 03:00:00,1,7.0,759.7,3.0,87.0,5.0,200.88
2017-11-18 04:00:00,1,6.5,759.7,2.5,90.0,5.0,116.64
2017-11-18 05:00:00,1,6.5,759.7,2.0,87.0,4.5,110.16
2017-11-18 06:00:00,1,6.0,759.7,2.5,87.0,4.0,110.16
2017-11-18 07:00:00,1,6.0,760.1,2.5,87.0,4.0,110.16
2017-11-18 08:00:00,1,7.5,760.5,3.5,84.5,5.0,103.68
2017-11-18 09:00:00,1,8.5,760.5,3.5,82.0,5.5,103.68
2017-11-18 10:00:00,1,10.5,760.5,3.0,79.5,7.0,97.2
2017-11-18 11:00:00,1,12.5,760.5,3.5,69.5,7.0,110.16
2017-11-18 12:00:00,1,14.0,760.5,4.0,63.0,7.0,103.68
2017-11-18 13:00:00,1,15.0,759.7,3.5,59.0,7.0,103.68
2017-11-18 14:00:00,1,15.0,759.7,3.0,61.0,7.5,97.2
2017-11-18 15:00:00,1,15.0,759.7,2.5,63.0,8.0,97.2
2017-11-18 16:00:00,1,14.0,759.7,1.5,65.0,7.5,103.68
2017-11-18 17:00:00,1,13.0,759.7,1.5,67.0,7.0,103.68
2017-11-18 18:00:00,1,12.0,760.5,3.0,63.0,5.0,110.16
2017-11-18 19:00:00,1,10.5,760.5,3.0,69.0,5.0,110.16
2017-11-18 20:00:00,1,9.5,760.5,2.5,73.5,5.0,103.68
2017-11-18 21:00:00,1,8.5,760.85,2.0,76.0,4.5,110.16
2017-11-18 22:00:00,1,8.0,760.5,2.0,79.0,4.5,103.68
2017-11-18 23:00:00,1,8.0,760.85,2.0,76.0,4.0,110.16
2017-11-19 00:00:00,1,7.5,760.5,3.5,78.5,4.0,103.68
2017-11-19 01:00:00,1,7.0,760.5,3.5,81.0,4.0,110.16
2017-11-19 02:00:00,1,6.5,760.5,3.5,84.0,4.0,103.68
2017-11-19 03:00:00,1,6.5,760.5,3.5,84.0,4.0,103.68
2017-11-19 04:00:00,1,6.0,760.5,3.0,81.0,3.0,129.6
2017-11-19 05:00:00,1,6.0,760.5,3.0,81.0,3.0,213.84
2017-11-19 06:00:00,1,5.0,760.5,2.5,87.0,3.0,207.36
2017-11-19 07:00:00,1,5.0,760.5,2.0,87.0,3.0,181.44
2017-11-19 08:00:00,1,5.5,760.5,2.5,87.0,3.5,194.4
2017-11-19 09:00:00,1,8.0,760.5,4.0,76.0,4.0,194.4
2017-11-19 10:00:00,1,8.5,760.5,3.5,73.5,4.0,200.88
2017-11-19 11:00:00,1,9.5,760.5,3.0,73.5,5.0,220.32
2017-11-19 12:00:00,1,11.0,760.5,2.5,67.0,5.0,252.72
2017-11-19 13:00:00,1,12.5,760.1,3.0,61.0,5.0,291.6
2017-11-19 14:00:00,1,13.0,759.7,2.5,57.0,4.5,304.56
2017-11-19 15:00:00,1,13.5,759.7,2.0,57.0,5.0,265.68
2017-11-19 16:00:00,1,12.5,759.7,2.5,65.0,6.0,246.24
2017-11-19 17:00:00,1,11.0,759.7,1.5,71.5,6.0,324.0
2017-11-19 18:00:00,1,8.5,759.7,1.0,84.5,6.0,317.52
2017-11-19 19:00:00,1,7.5,760.5,2.0,84.5,5.0,401.76
2017-11-19 20:00:00,1,7.5,760.85,2.0,84.5,5.0,362.88
2017-11-19 21:00:00,1,7.5,761.2,2.0,84.5,5.0,550.8
2017-11-19 22:00:00,1,7.0,761.2,2.0,81.0,4.0,1218.24
2017-11-19 23:00:00,1,8.0,761.2,2.5,78.5,4.5,1069.2
2017-11-20 00:00:00,1,7.0,762.0,2.0,84.5,4.5,907.2
2017-11-20 01:00:00,1,5.5,762.0,1.5,87.0,3.5,946.08
2017-11-20 02:00:00,1,5.0,762.0,1.0,93.0,4.0,952.56
2017-11-20 03:00:00,1,5.0,762.0,1.0,90.0,3.5,1451.52
2017-11-20 04:00:00,1,4.5,762.8,1.0,93.0,3.5,1620.0
2017-11-20 05:00:00,1,4.0,762.8,1.5,96.5,3.5,842.4
2017-11-20 06:00:00,1,6.0,763.5,3.0,87.0,4.0,1315.44
2017-11-20 07:00:00,1,5.0,763.9,2.0,90.0,3.5,1956.96
2017-11-20 08:00:00,1,7.0,764.3,2.0,87.0,5.0,2404.08
2017-11-20 09:00:00,1,9.0,765.0,3.5,73.5,4.5,2877.12
2017-11-20 10:00:00,1,9.5,765.8,3.0,69.0,4.0,2922.48
2017-11-20 11:00:00,1,11.0,765.4,3.5,62.0,4.0,2928.96
2017-11-20 12:00:00,1,12.5,765.0,3.5,54.5,3.5,2002.32
2017-11-20 13:00:00,1,13.0,765.0,2.5,53.0,3.5,2708.64
2017-11-20 14:00:00,1,14.0,765.0,1.5,51.0,4.0,2507.76
2017-11-20 15:00:00,1,14.0,764.65,2.0,55.0,5.0,2514.24
2017-11-20 16:00:00,1,13.5,765.0,3.0,59.0,5.5,3019.68
2017-11-20 17:00:00,1,11.5,765.0,2.0,62.5,4.5,1153.44
2017-11-20 18:00:00,1,9.5,765.0,2.5,69.0,4.0,1522.8
2017-11-20 19:00:00,1,9.5,765.8,1.5,73.5,5.0,2404.08
2017-11-20 20:00:00,1,8.0,765.8,2.5,82.0,5.0,2326.32
2017-11-20 21:00:00,1,8.0,765.8,2.5,82.0,5.0,2715.12
2017-11-20 22:00:00,1,7.5,765.8,3.0,81.5,4.5,1937.52
2017-11-20 23:00:00,1,7.0,765.8,3.0,78.5,3.5,3285.36
2017-11-21 00:00:00,1,8.0,765.8,3.5,71.0,3.0,2229.12
2017-11-21 01:00:00,1,8.5,765.0,3.5,66.5,2.5,3440.88
2017-11-21 02:00:00,1,8.0,765.0,3.5,71.0,3.0,2721.6
2017-11-21 03:00:00,1,9.5,765.0,3.5,64.0,3.0,2041.2
2017-11-21 04:00:00,1,10.0,765.0,3.0,64.5,3.5,2669.76
2017-11-21 05:00:00,1,8.0,765.0,1.5,76.0,4.0,738.72
2017-11-21 06:00:00,1,8.5,765.0,2.0,74.0,4.0,1607.04
2017-11-21 07:00:00,1,9.5,765.0,3.0,71.0,4.5,2637.36
2017-11-21 08:00:00,1,12.0,765.0,3.0,65.0,5.5,3466.8
2017-11-21 09:00:00,1,11.0,765.0,2.0,69.5,5.5,2566.08
2017-11-21 10:00:00,1,12.5,765.8,2.0,65.0,6.0,2300.4
2017-11-21 11:00:00,1,13.0,765.4,2.0,63.0,6.0,2131.92
2017-11-21 12:00:00,1,14.5,765.0,2.0,59.0,6.5,2954.88
2017-11-21 13:00:00,1,15.0,765.0,2.0,55.0,6.0,3576.96
2017-11-21 14:00:00,1,16.0,764.3,1.0,52.0,6.0,3363.12
2017-11-21 15:00:00,1,15.5,764.3,1.5,57.0,7.0,3214.08
2017-11-21 16:00:00,1,14.0,764.65,1.0,63.0,7.0,3149.28
2017-11-21 17:00:00,1,13.5,765.0,2.0,61.0,6.0,991.44
2017-11-21 18:00:00,1,13.0,765.0,1.0,67.0,7.0,1574.64
2017-11-21 19:00:00,1,11.5,765.0,1.5,74.5,7.0,3395.52
2017-11-21 20:00:00,1,11.0,765.4,1.5,77.0,7.0,3259.44
2017-11-21 21:00:00,1,12.5,765.8,2.0,77.0,8.5,2883.6
2017-11-21 22:00:00,1,11.5,765.8,2.0,79.5,8.0,3447.36
2017-11-21 23:00:00,1,12.0,765.8,2.5,77.0,8.0,3188.16
2017-11-22 00:00:00,1,9.5,765.8,1.0,87.5,7.5,2961.36
2017-11-22 01:00:00,1,9.5,765.0,1.5,84.5,7.0,3019.68
2017-11-22 02:00:00,1,10.0,765.8,2.0,88.0,8.0,2954.88
2017-11-22 03:00:00,1,9.5,765.4,2.0,91.0,8.0,3259.44
2017-11-22 04:00:00,1,9.0,765.8,1.0,94.0,8.0,2365.2
2017-11-22 05:00:00,1,9.0,765.8,2.0,94.0,8.0,861.84
2017-11-22 06:00:00,1,10.0,765.8,1.0,91.0,8.5,1470.96
2017-11-22 07:00:00,1,10.0,765.8,1.5,88.0,8.0,3272.4
2017-11-22 08:00:00,1,11.0,765.8,2.0,88.0,9.0,2481.84
2017-11-22 09:00:00,1,15.5,765.8,1.5,70.0,10.0,2624.4
2017-11-22 10:00:00,1,16.5,765.8,2.0,66.0,10.0,2371.68
2017-11-22 11:00:00,1,16.0,765.8,2.5,68.0,10.0,2378.16
2017-11-22 12:00:00,1,17.5,765.0,2.5,57.5,9.0,2993.76
2017-11-22 13:00:00,1,18.0,765.0,3.0,56.0,9.0,2501.28
2017-11-22 14:00:00,1,18.0,765.0,3.0,56.0,9.0,2792.88
2017-11-22 15:00:00,1,16.0,765.0,3.5,72.5,11.0,3434.4
2017-11-22 16:00:00,1,15.0,765.0,2.0,77.0,11.0,3492.72
2017-11-22 17:00:00,1,14.0,765.0,2.5,82.0,11.0,758.16
2017-11-22 18:00:00,1,14.0,765.0,3.0,77.0,10.0,1658.88
2017-11-22 19:00:00,1,14.0,765.0,2.0,77.0,10.0,3129.84
2017-11-22 20:00:00,1,13.0,765.4,2.0,82.0,10.0,2592.0
2017-11-22 21:00:00,1,11.5,765.4,1.5,85.0,9.0,2637.36
2017-11-22 22:00:00,1,10.5,765.8,2.0,82.0,7.5,3641.76
2017-11-22 23:00:00,1,10.0,765.8,2.5,79.0,6.5,3460.32
2017-11-23 00:00:00,1,9.5,765.8,3.0,79.0,6.0,3058.56
2017-11-23 01:00:00,1,9.0,765.4,3.0,82.0,6.0,3427.92
2017-11-23 02:00:00,1,,,,,,1283.04
2017-11-23 03:00:00,1,9.0,765.0,3.0,82.0,6.0,1108.08
2017-11-23 04:00:00,1,,,,,,848.88
2017-11-23 05:00:00,1,9.0,765.0,3.0,87.0,7.0,680.4
2017-11-23 06:00:00,1,9.0,765.4,2.0,87.0,7.0,524.88
2017-11-23 07:00:00,1,8.5,765.8,2.0,90.0,7.0,298.08
2017-11-23 08:00:00,1,11.5,765.8,3.5,79.5,8.0,226.8
2017-11-23 09:00:00,1,14.0,766.2,1.5,69.5,8.5,174.96
2017-11-23 10:00:00,1,15.5,766.6,2.5,68.0,9.5,181.44
2017-11-23 11:00:00,1,17.0,765.8,3.0,59.0,9.0,168.48
2017-11-23 12:00:00,1,17.0,765.8,3.0,59.0,9.0,181.44
2017-11-23 13:00:00,1,17.0,765.8,3.0,59.0,9.0,168.48
2017-11-23 14:00:00,1,17.5,765.0,2.5,57.5,9.0,174.96
2017-11-23 15:00:00,1,16.5,765.8,2.5,66.0,10.0,174.96
2017-11-23 16:00:00,1,15.5,765.8,2.0,67.5,9.5,168.48
2017-11-23 17:00:00,1,14.0,765.8,2.0,77.0,10.0,168.48
2017-11-23 18:00:00,1,13.0,766.2,2.0,82.0,10.0,168.48
2017-11-23 19:00:00,1,13.0,766.6,2.5,79.5,9.5,174.96
2017-11-23 20:00:00,1,13.0,766.6,1.5,77.0,9.0,168.48
2017-11-23 21:00:00,1,11.5,766.6,2.0,82.0,8.5,162.0
2017-11-23 22:00:00,1,11.5,766.6,1.5,79.5,8.0,149.04
2017-11-23 23:00:00,1,11.5,766.6,2.5,79.5,8.0,155.52
2017-11-24 00:00:00,1,11.5,766.6,1.5,79.5,8.0,155.52
2017-11-24 01:00:00,1,11.0,766.6,2.5,82.0,8.0,149.04
2017-11-24 02:00:00,1,11.0,766.6,2.0,82.0,8.0,155.52
2017-11-24 03:00:00,1,10.5,766.6,1.5,85.0,8.0,149.04
2017-11-24 04:00:00,1,10.5,766.2,1.5,85.0,8.0,155.52
2017-11-24 05:00:00,1,11.5,765.8,2.0,79.5,8.0,142.56
2017-11-24 06:00:00,1,11.0,766.2,1.5,82.5,8.0,233.28
2017-11-24 07:00:00,1,11.0,766.6,1.0,85.0,8.5,246.24
2017-11-24 08:00:00,1,10.0,766.95,1.5,91.0,8.5,265.68
2017-11-24 09:00:00,1,11.5,767.3,1.0,94.0,10.5,272.16
2017-11-24 10:00:00,1,15.0,766.95,1.5,82.0,12.0,278.64
2017-11-24 11:00:00,1,15.0,766.6,2.0,82.0,12.0,272.16
2017-11-24 12:00:00,1,17.0,766.6,2.0,70.5,11.5,207.36
2017-11-24 13:00:00,1,18.0,766.2,2.5,66.0,11.5,207.36
2017-11-24 14:00:00,1,17.5,765.8,2.5,66.0,11.0,194.4
2017-11-24 15:00:00,1,17.0,765.8,2.5,73.0,12.0,207.36
2017-11-24 16:00:00,1,16.5,765.8,2.0,70.0,11.0,200.88
2017-11-24 17:00:00,1,13.5,765.8,1.0,85.0,11.0,123.12
2017-11-24 18:00:00,1,13.0,766.6,2.5,88.0,11.0,116.64
2017-11-24 19:00:00,1,13.0,766.6,2.0,88.0,11.0,123.12
2017-11-24 20:00:00,1,12.0,766.6,2.0,88.0,10.0,123.12
2017-11-24 21:00:00,1,12.0,766.6,1.5,88.0,10.0,123.12
2017-11-24 22:00:00,1,11.5,766.2,2.0,91.0,10.0,123.12
2017-11-24 23:00:00,1,11.0,765.8,2.0,94.0,10.0,116.64
2017-11-25 00:00:00,1,11.0,765.8,1.5,91.0,9.5,123.12
2017-11-25 01:00:00,1,11.5,765.8,1.0,91.0,10.0,116.64
2017-11-25 02:00:00,1,12.0,765.8,3.0,88.0,10.0,123.12
2017-11-25 03:00:00,1,12.5,765.0,3.0,91.0,11.0,123.12
2017-11-25 04:00:00,1,13.0,764.65,3.0,88.0,11.0,110.16
2017-11-25 05:00:00,1,13.5,764.3,2.5,91.0,12.0,110.16
2017-11-25 06:00:00,1,14.5,764.65,3.5,85.0,12.0,103.68
2017-11-25 07:00:00,1,15.0,764.3,3.5,88.0,13.0,110.16
2017-11-25 08:00:00,1,15.0,764.3,3.0,88.0,13.0,103.68
2017-11-25 09:00:00,1,16.0,764.3,5.5,83.0,13.0,103.68
2017-11-25 10:00:00,1,16.0,764.3,5.0,83.0,13.0,97.2
2017-11-25 11:00:00,1,17.5,763.5,5.5,77.5,13.5,103.68
2017-11-25 12:00:00,1,17.0,763.15,5.0,75.0,12.5,97.2
2017-11-25 13:00:00,1,17.0,762.8,5.5,73.0,12.0,97.2
2017-11-25 14:00:00,1,16.0,762.0,5.5,77.0,12.0,97.2
2017-11-25 15:00:00,1,16.0,762.0,5.5,77.0,12.0,97.2
2017-11-25 16:00:00,1,15.5,761.6,6.0,79.5,12.0,97.2
2017-11-25 17:00:00,1,15.0,761.2,6.0,82.0,12.0,97.2
2017-11-25 18:00:00,1,15.0,761.2,7.0,82.0,12.0,103.68
2017-11-25 19:00:00,1,15.0,760.5,8.5,79.5,11.5,110.16
2017-11-25 20:00:00,1,15.0,760.5,7.5,82.0,12.0,103.68
2017-11-25 21:00:00,1,15.0,760.5,7.5,82.0,12.0,103.68
2017-11-25 22:00:00,1,15.5,760.5,7.0,79.5,12.0,103.68
2017-11-25 23:00:00,1,16.0,760.5,6.5,77.0,12.0,103.68
2017-11-26 00:00:00,1,15.5,759.7,7.0,82.5,12.5,103.68
2017-11-26 01:00:00,1,14.0,759.7,4.0,94.0,13.0,103.68
2017-11-26 02:00:00,1,14.0,759.7,3.5,91.0,12.5,103.68
2017-11-26 03:00:00,1,13.0,759.7,3.0,88.0,11.0,103.68
2017-11-26 04:00:00,1,13.0,759.35,3.0,77.0,9.0,103.68
2017-11-26 05:00:00,1,12.5,759.7,3.5,74.5,8.0,103.68
2017-11-26 06:00:00,1,12.0,759.0,4.0,72.0,7.0,110.16
2017-11-26 07:00:00,1,11.5,759.0,3.0,74.5,7.0,103.68
2017-11-26 08:00:00,1,12.0,759.0,4.0,77.0,8.0,97.2
2017-11-26 09:00:00,1,13.0,759.0,4.0,74.5,8.5,97.2
2017-11-26 10:00:00,1,13.5,759.0,4.5,77.0,9.5,97.2
2017-11-26 11:00:00,1,15.0,759.0,2.5,63.0,8.0,97.2
2017-11-26 12:00:00,1,16.0,758.6,2.5,55.0,7.0,103.68
2017-11-26 13:00:00,1,15.0,758.2,3.5,59.0,7.0,97.2
2017-11-26 14:00:00,1,15.0,758.2,4.0,55.0,6.0,97.2
2017-11-26 15:00:00,1,14.0,758.2,5.0,61.0,6.5,97.2
2017-11-26 16:00:00,1,13.0,759.0,3.0,59.0,5.0,97.2
2017-11-26 17:00:00,1,11.5,759.35,5.0,59.0,3.5,97.2
2017-11-26 18:00:00,1,8.5,760.5,6.0,68.5,3.0,110.16
2017-11-26 19:00:00,1,7.5,760.5,6.0,66.0,1.5,103.68
2017-11-26 20:00:00,1,7.0,761.2,4.5,68.5,1.5,103.68
2017-11-26 21:00:00,1,7.0,761.2,5.0,71.0,2.0,110.16
2017-11-26 22:00:00,1,6.0,762.0,5.0,76.0,2.0,103.68
2017-11-26 23:00:00,1,6.0,762.0,4.5,76.0,2.0,110.16
2017-11-27 00:00:00,1,5.5,762.4,3.0,76.0,1.5,110.16
2017-11-27 01:00:00,1,5.0,762.8,3.5,81.0,2.0,123.12
2017-11-27 02:00:00,1,5.0,763.15,3.5,78.5,1.5,110.16
2017-11-27 03:00:00,1,5.0,763.5,3.0,76.0,1.0,116.64
2017-11-27 04:00:00,1,5.0,763.5,3.0,76.0,1.0,116.64
2017-11-27 05:00:00,1,5.0,763.5,4.0,76.0,1.0,136.08
2017-11-27 06:00:00,1,4.5,763.9,3.0,72.5,0.0,162.0
2017-11-27 07:00:00,1,4.0,764.3,3.0,75.0,0.0,162.0
2017-11-27 08:00:00,1,5.5,764.65,3.0,70.5,0.5,162.0
2017-11-27 09:00:00,1,6.5,765.0,4.0,66.0,0.5,155.52
2017-11-27 10:00:00,1,8.5,765.0,5.0,53.5,-0.5,162.0
2017-11-27 11:00:00,1,9.5,765.0,6.0,44.5,-2.0,155.52
2017-11-27 12:00:00,1,11.0,765.0,5.5,41.0,-2.0,149.04
2017-11-27 13:00:00,1,12.0,764.3,6.0,34.0,-3.5,155.52
2017-11-27 14:00:00,1,11.0,764.3,7.5,35.0,-4.0,155.52
2017-11-27 15:00:00,1,10.5,765.0,6.5,36.0,-4.0,149.04
2017-11-27 16:00:00,1,9.5,765.0,6.5,36.0,-5.0,149.04
2017-11-27 17:00:00,1,8.5,765.8,4.0,38.5,-5.0,149.04
2017-11-27 18:00:00,1,7.0,765.8,4.5,42.0,-5.0,149.04
2017-11-27 19:00:00,1,6.0,766.2,3.0,49.0,-4.0,155.52
2017-11-27 20:00:00,1,5.0,766.6,3.0,53.0,-4.0,518.4
2017-11-27 21:00:00,1,4.0,766.6,2.5,56.0,-4.0,816.48
2017-11-27 22:00:00,1,3.5,766.6,3.5,56.0,-4.5,946.08
2017-11-27 23:00:00,1,3.0,766.6,2.5,58.0,-4.5,693.36
2017-11-28 00:00:00,1,2.0,765.8,3.0,62.5,-4.5,693.36
2017-11-28 01:00:00,1,1.5,765.8,2.5,62.5,-5.0,635.04
2017-11-28 02:00:00,1,,,,,,1872.72
2017-11-28 03:00:00,1,1.5,765.8,3.5,67.5,-4.0,1769.04
2017-11-28 04:00:00,1,1.0,765.8,3.0,70.0,-4.0,1833.84
2017-11-28 05:00:00,1,1.0,765.0,2.0,65.0,-5.0,900.72
2017-11-28 06:00:00,1,1.0,765.0,3.0,62.5,-5.5,1522.8
2017-11-28 07:00:00,1,0.5,765.0,1.5,62.0,-6.0,1950.48
2017-11-28 08:00:00,1,1.5,765.0,2.0,67.5,-4.0,2883.6
2017-11-28 09:00:00,1,3.0,765.0,1.5,62.5,-3.5,2410.56
2017-11-28 10:00:00,1,5.5,765.0,2.0,53.0,-3.5,3162.24
2017-11-28 11:00:00,1,8.0,764.3,2.0,46.0,-3.0,3233.52
2017-11-28 12:00:00,1,9.5,763.5,1.0,38.5,-4.0,3201.12
2017-11-28 13:00:00,1,11.0,763.15,1.5,28.0,-7.0,2410.56
2017-11-28 14:00:00,1,11.5,762.8,1.5,41.0,-1.5,2319.84
2017-11-28 15:00:00,1,10.0,762.4,1.5,48.5,-0.5,2514.24
2017-11-28 16:00:00,1,10.5,762.0,2.0,45.5,-1.0,2118.96
2017-11-28 17:00:00,1,9.5,762.0,1.0,50.5,-0.5,764.64
2017-11-28 18:00:00,1,8.5,762.0,1.0,53.5,-0.5,1620.0
2017-11-28 19:00:00,1,7.5,761.2,1.5,64.0,1.0,3356.64
2017-11-28 20:00:00,1,10.0,761.2,4.0,56.0,1.5,3136.32
2017-11-28 21:00:00,1,11.0,760.5,5.5,56.0,2.5,3181.68
2017-11-28 22:00:00,1,11.0,760.5,6.0,60.0,3.5,2922.48
2017-11-28 23:00:00,1,10.5,759.7,3.5,71.5,5.5,3201.12
2017-11-29 00:00:00,1,10.5,759.35,6.0,79.5,7.0,2948.4
2017-11-29 01:00:00,1,11.0,759.0,6.5,82.0,8.0,3045.6
2017-11-29 02:00:00,1,11.0,758.2,6.0,82.0,8.0,2818.8
2017-11-29 03:00:00,1,11.0,757.95,6.0,82.0,8.0,1561.68
2017-11-29 04:00:00,1,11.0,757.7,7.0,82.0,8.0,1801.44
2017-11-29 05:00:00,1,11.0,757.7,6.0,82.0,8.0,3246.48
2017-11-29 06:00:00,1,11.0,757.3,5.5,82.0,8.0,1684.8
